"","X0","X0.1","X0.2","X0.3","X0.4","X0.5","X0.6","X0.7","X.0.49707","X.0.0454102","X1.01416","X92.875","X.56.25","X.104.062","X97","X105","X61","X0","X0.1","X0.2","X0.3","X0.4","X0.5","X0.6","X0.7","X.0.227539","X.0.229004","X1.00244","X.3.4375","X1.875","X3.125","X82","X101","X85"
"37",-2,6,6,-2,-3,-2,0,-3,-0.350098,0.298828,0.996094,-71.1875,58,64.1875,100,102,67,1,1,1,-5,-1,7,-15,-5,-0.0732422,-0.380371,0.887207,-1.6875,71.375,-129.812,79,94,115
"38",0,6,1,3,0,1,-1,1,-0.324707,0.28125,0.970215,-108.625,27.125,39.625,98,103,68,1,-1,-1,-2,-4,-5,-11,-1,0.25,-0.408691,0.913574,30.75,124.812,-171.5,79,96,110
"39",-12,-6,-3,-1,-3,1,2,6,-0.336914,0.162598,0.867188,-125.875,-11.375,34.9375,95,103,69,-1,-1,-2,-16,-23,-4,7,2,0.233398,-0.328613,1.12158,0.4375,154.188,-205.688,79,98,105
"40",-12,-4,-3,-4,-2,5,-3,-23,-0.323242,0.0332031,1.04736,-71.625,-6,16,92,102,70,-2,-6,2,8,-5,-3,-6,-5,0.0849609,-0.42627,1.01416,88.9375,146.5,-186.312,78,101,97
"41",2,1,-3,-3,-3,-7,-9,-3,-0.259277,0.0463867,1.07666,-14.3125,-24.3125,11.375,91,102,70,-1,-7,-7,-5,-17,0,-6,0,-0.31543,0.11377,1.10107,78.6875,100.938,-183.938,79,103,93
"42",6,6,2,1,2,0,16,41,-0.199707,0.0209961,1.1377,-7.4375,-6.875,-4.6875,91,101,70,-6,1,-3,-3,13,-3,-52,-18,-0.416016,-0.554688,0.943848,36.6875,56.125,-106.438,79,103,88
"43",-4,5,2,-1,-2,-9,-4,-10,-0.143555,0.0820312,1.07617,26.3125,-5.75,-8.5625,91,100,70,0,-10,-1,-2,5,10,-22,3,-0.379883,0.116211,0.814453,120.875,-1.875,-50.8125,82,103,86
"44",-12,-4,-1,0,0,10,11,-2,-0.199219,0.0786133,0.993652,5.125,-4.1875,-6.0625,92,100,69,-2,1,-2,2,5,2,-8,-7,-0.306152,-0.125,0.896484,-18.5625,6.6875,-28.875,82,104,85
"45",0,1,0,0,0,-7,17,27,-0.178223,0.0258789,1.00049,-7.125,-4.3125,-4.25,92,100,69,0,5,4,0,2,-1,-10,-2,-0.40332,-0.213379,0.80127,51.9375,12.5625,-10.125,83,105,85
"46",0,-4,-1,2,0,3,-4,-1,-0.133301,0.0610352,1.03564,17.625,-4.25,-2.5,92,100,69,-1,-2,-4,0,1,7,-8,-1,-0.265625,-0.0180664,0.906738,42.8125,-34.8125,5,84,104,85
"47",-4,-4,-4,-2,-4,-8,-5,0,-0.161621,0.101562,1.02783,7.4375,-1.9375,-1.5625,92,99,69,-2,-7,0,0,-1,-3,0,-4,-0.275391,-0.121582,1.02979,11.8125,-13.375,0.9375,85,103,85
"48",-1,-1,2,1,1,5,0,-1,-0.157227,0.0473633,1.0249,-4.8125,0.1875,-1.1875,92,99,69,-2,-11,-1,-2,-2,2,-5,-1,-0.231445,-0.286621,1.07568,-6.4375,-15.9375,-0.125,84,102,85
"49",-4,3,2,2,2,-3,1,0,-0.165039,0.0688477,1.00928,5.625,2.0625,-0.1875,92,99,69,0,-13,-1,0,2,12,0,2,-0.224609,-0.157227,1.04395,24.8125,-10.6875,1.75,85,102,85
"50",0,-4,-3,-3,-4,-4,9,12,-0.146973,0.0678711,1.01611,5,2,-1.1875,92,99,69,0,16,1,1,2,0,3,1,-0.203125,-0.135742,1.01953,-24.0625,-5.1875,0,85,102,85
