"","X0","X0.1","X0.2","X0.3","X0.4","X0.5","X0.6","X0.7","X.0.231934","X.0.541016","X1.17822","X.60.5625","X.178.125","X.118.688","X85","X95","X64","X0","X0.1","X0.2","X0.3","X0.4","X0.5","X0.6","X0.7","X.0.252441","X.0.104492","X0.974121","X.1.9375","X0.6875","X0.8","X86","X104","X84"
"11",-3,-7,-22,-9,-8,-3,-2,-1,1.02832,-0.507324,0.370117,-84.9375,74.25,-118.75,76,31,83,7,-4,2,-3,-1,5,-9,-4,-0.269043,-0.402344,0.93457,26.625,-82.5625,-2.8125,87,81,103
"12",9,10,-12,1,-5,-5,-4,0,0.836426,-0.562012,0.438477,-138.125,127.062,-222.312,82,34,71,-13,7,-5,11,-4,-3,5,-7,-0.254883,-0.390625,0.994629,28.1875,-135.125,-174.688,89,74,100
"13",-7,-43,-20,-4,-17,-8,-4,8,0.850098,-0.412109,0.505371,-166.75,140.25,-297.25,87,37,61,-55,-50,-3,-4,-3,15,2,-6,0.29834,0.150879,0.84082,36.4375,-184.625,-305.5,93,65,91
"14",-21,18,11,4,10,-5,0,-17,0.70459,-0.0117188,0.84668,-148.438,140.688,-334.938,93,46,47,-28,35,3,20,-27,-28,-4,14,0.618652,0.407715,0.912109,-71.875,-199.5,-368.438,96,60,83
"15",-4,11,9,-5,-6,-1,-1,-1,0.177246,0.114746,1.03418,-50.8125,112.438,-270.25,96,53,40,-13,23,7,8,9,-19,4,16,0.852051,0.853027,0.424805,-114,-160.438,-381.938,99,57,73
"16",6,14,4,10,6,2,-3,-14,-0.337891,0.570801,1.17773,24.625,44.625,-114.875,99,61,35,19,49,-9,-14,-10,29,1,-2,0.609863,0.79248,0.389648,-40.1875,-105.062,-195.688,103,56,62
"17",-4,-20,12,52,-11,-5,-1,14,-0.381348,0.652832,1.09668,38.625,-21.125,77.0625,100,64,35,-19,53,4,8,3,-1,4,-5,0.649414,0.806641,0.521973,14.125,11.25,41.625,105,55,60
"18",2,11,-18,1,10,-2,2,0,-0.196777,0.500488,1.12207,51.375,-36.9375,189.812,100,61,38,3,2,3,-2,5,-10,4,0,0.689453,0.742676,0.535156,48.125,79.9375,146.625,104,55,63
"19",2,-4,8,-41,4,5,0,-5,0.234863,0.0820312,0.951172,98.5625,-73.25,326.438,97,53,47,-11,-3,-4,-10,-9,-4,-3,-2,0.750977,0.65332,0.556641,79.8125,154.875,250.75,101,56,72
"20",-10,31,4,-4,1,115,8,-23,0.618652,-0.296875,0.754395,141.688,-113.688,358.062,94,46,56,5,21,2,2,-12,-23,-3,-3,0.702148,0.494141,0.709961,59.625,177.812,314,97,60,84
"21",6,12,-12,-15,-14,-31,3,-19,1.06348,-0.998047,0.26123,166.562,-124.875,321.625,87,37,72,2,-6,3,0,12,6,4,6,0.388672,0.373535,0.895508,25.8125,140.25,313.25,95,63,92
"22",18,-26,10,8,-10,20,10,3,1.07227,-1.02637,0.0375977,71.25,-93.25,181.312,82,34,80,-19,-93,4,2,2,17,5,-5,0.232422,0.0913086,0.919434,-18.625,92.4375,272.5,92,66,98
"23",-3,2,-5,-4,1,-11,-9,-18,1.00586,-0.396484,0.344727,-7.0625,8,-26.25,80,32,83,44,39,-11,-12,-3,6,31,18,-0.313965,-0.175293,1.07422,-40.0625,41.1875,142,88,70,104
"24",-5,-5,6,-4,-7,0,5,-3,0.856934,-0.365723,0.507812,-43.875,56.8125,-61.4375,81,33,81,-40,-18,13,20,4,3,-2,0,-0.589844,-0.371582,1.09033,0.0625,-8.375,-23.8125,87,74,106
"25",1,1,0,-3,-2,-11,-3,-1,0.705078,-0.0546875,0.535645,-38.5625,62.125,-66.5625,83,36,77,-1,5,1,-12,-21,-2,5,0,-0.394531,-0.378418,1.09473,17,-33.5625,-122.812,88,74,104
"26",6,3,-2,-5,-4,-2,4,11,0.816895,-0.125977,0.464355,-44.375,84,-62.4375,84,38,74,3,0,-2,2,-16,-15,-15,-2,-0.202148,-0.0302734,1.08545,9.125,-77.0625,-272,90,70,97
"27",-10,-30,-10,-10,-10,-8,-8,4,0.765625,-0.195801,0.51416,-47.9375,168.75,-65.5,85,45,71,-6,10,-14,-10,-11,-2,-24,-10,0.276855,0.339844,1.03125,-10.5625,-104.812,-349,92,67,89
"28",7,-33,-16,-3,-3,-2,-1,7,0.598145,-0.183105,0.681641,-6.625,200.688,-10.625,86,57,68,-51,-24,-16,-14,-11,-21,3,-22,0.641602,1.09424,0.592773,-63.0625,-124.25,-389.25,97,64,76
"29",-13,-30,10,5,2,0,-3,-11,0.543457,-0.000488281,0.861328,23.125,265.438,-10,87,66,68,-2,-19,1,4,14,-40,-12,-25,0.599609,0.856445,0.682617,-79.9375,-74.8125,-203.812,98,64,70
"30",-22,-59,-18,-21,-5,-2,-5,-4,0.0874023,0.0869141,0.958496,63.75,247.938,-6.75,89,82,67,17,20,1,4,-10,-15,22,14,0.720215,0.962402,0.516602,-8.9375,13.125,25.25,99,63,68
"31",12,36,82,-5,-7,1,4,-3,-0.398926,-0.111328,1.05908,60.6875,195.25,1.0625,90,90,67,12,18,3,-2,-1,-7,-5,3,0.668457,0.352051,0.678711,18.8125,19.25,59.125,99,62,69
"32",-27,93,90,-3,-2,-2,-1,-4,-0.203125,0.149414,1.11133,0.8125,137.875,12.75,91,100,67,3,5,3,6,8,29,-7,5,0.477051,0.297363,0.82959,31.125,45.75,81.5,99,62,72
"33",23,32,-10,2,4,1,1,1,-0.447266,-0.00292969,1.0083,-18,91.125,8.125,91,104,68,-5,0,-2,2,5,1,-1,-2,0.568848,0.328125,0.751465,22.25,60.375,85.25,98,63,74
"34",13,11,-14,1,1,7,1,0,-0.472656,-0.0141602,0.866699,-43.5625,82.1875,11.875,90,109,68,-2,0,1,0,-5,-9,-2,-2,0.632812,0.244629,0.725586,12.0625,99.1875,91.625,98,65,78
"35",-16,-7,-11,-5,-4,0,-8,-21,-0.516113,0.0712891,1.06885,26.875,31.75,3.75,90,113,68,-1,0,0,2,13,-4,-2,-2,0.724121,0.257324,0.808105,-12.875,135.688,56.0625,97,69,80
"36",-9,-11,-9,-7,-8,-9,-16,-15,-0.503418,0.0107422,1.12549,-25.875,8.5625,1.25,90,113,68,-4,0,-3,-5,-78,-33,-9,-3,0.0991211,0.242188,1.00293,-80.0625,169.062,7.75,95,79,81
"37",0,3,-2,-2,1,2,0,6,-0.424316,0.0395508,0.989746,-1.1875,13.0625,8.6875,90,113,68,-4,2,6,-1,30,-22,6,-3,-0.0805664,-0.0151367,1.06982,-65.625,153.25,7.375,93,85,82
"38",-15,-2,-5,-4,-5,-6,-21,-17,-0.544922,-0.0141602,0.96582,12.9375,11.6875,6.125,90,114,69,-1,-16,-7,-6,24,17,8,1,-0.459473,0.23877,1.07861,-40.5625,122.125,-0.6875,92,93,83
"39",-28,-11,-8,-6,-7,-9,-11,-4,-0.524902,0.00146484,0.932617,13.5,1.3125,-5.125,90,115,68,-5,-10,-5,-6,-18,-20,-2,-32,-0.384766,-0.0390625,1.0625,-47.6875,69.3125,15.75,91,97,83
"40",-17,0,-3,0,1,2,2,2,-0.431152,0.00390625,0.924316,15.625,2.3125,0.8125,91,115,68,1,5,4,5,-25,-5,-2,-5,-0.22998,0.0605469,1.03174,-17.8125,39.125,-7.625,91,101,83
"41",-10,3,0,1,0,2,-3,-4,-0.40625,0.0078125,0.911133,8.875,-0.4375,0.3125,91,115,68,-2,-3,-1,-1,-38,-17,3,-6,-0.290039,0.0834961,0.869141,-5.8125,38.375,-8.125,90,103,83
"42",2,-5,-3,-3,-4,-2,5,-5,-0.419922,0.00488281,0.929199,7.4375,-1.8125,-0.625,91,115,68,-7,-36,-9,-5,-2,-2,-3,7,-0.433594,0.0878906,0.797852,-20.5625,40.9375,-7.375,90,105,83
"43",21,6,-1,-1,1,-1,6,-3,-0.430176,0.0283203,0.965332,2.6875,0.0625,0.9375,91,115,68,3,48,-2,-4,-17,-13,1,4,-0.494141,0.119141,1.00146,-67.875,5.625,8.4375,89,107,83
"44",7,-14,-3,-3,-3,-2,-2,-1,-0.419922,0.0283203,0.946777,-1.0625,1,-1.0625,91,114,68,-9,-8,-2,-3,-8,1,6,-34,-0.342773,-0.206055,1.08301,-38.125,-9.5,1.6875,88,107,83
"45",0,-1,1,2,2,3,6,0,-0.422363,0.0380859,0.927734,2.5625,2,-0.0625,91,115,68,3,-10,1,1,8,-2,-5,0,-0.276367,0.0209961,1.04199,4.875,-4.0625,-0.4375,88,107,83
"46",-4,-1,-1,-2,0,-2,-5,-14,-0.415039,0.0268555,0.928223,3.3125,1.375,0.3125,91,115,68,-2,16,0,-1,-1,-2,-4,6,-0.29541,-0.0488281,1.02832,-11.0625,1.5625,1.375,88,107,83
"47",22,3,-1,-1,-3,1,13,9,-0.427246,0.0332031,0.924805,2.4375,1.25,0.9375,91,115,68,-2,-6,-4,-2,-3,-11,4,4,-0.262207,-0.046875,0.980469,2.0625,-1.625,0.125,88,106,83
"48",-7,-8,0,2,2,-1,-9,-10,-0.414551,0.0322266,0.942383,0,0.6875,1.0625,91,115,68,8,-23,-6,-1,0,-7,-3,3,-0.242188,-0.0322266,0.955078,5.875,-2.5625,1,88,106,83
"49",1,3,-2,0,0,0,6,7,-0.418945,0.043457,0.927734,1.1875,0.6875,-0.3125,91,115,68,-10,20,3,1,2,6,1,-10,-0.289551,-0.0566406,0.98291,6.625,-8.125,0.5,88,106,83
"50",7,5,4,1,1,-2,1,10,-0.41748,0.0454102,0.927246,-0.0625,0.625,0.125,91,115,68,-2,0,2,1,0,8,6,17,-0.294922,-0.00976562,1.03174,4,-2.5,-0.3125,88,106,83
