"","X0","X0.1","X0.2","X0.3","X0.4","X0.5","X0.6","X0.7","X.0.222656","X.0.00537109","X0.98291","X9.6875","X.3.5","X.2.8125","X90","X102","X74","X0","X0.1","X0.2","X0.3","X0.4","X0.5","X0.6","X0.7","X.0.144531","X.0.14209","X1.01855","X.1.5","X2.0625","X8.875","X85","X99","X81"
"35",0,-2,-1,-2,-1,-1,0,-2,-0.231445,0.00488281,1.04492,-2.25,-8.1875,0.8125,90,102,74,1,3,9,12,-25,-29,-1,1,-0.240234,-0.253418,1.09229,2.25,171.938,-57.9375,86,87,85
"36",0,2,0,1,0,-1,0,-3,-0.271973,0.00439453,0.977539,-20.4375,-9.1875,-0.125,90,102,74,-4,-9,-15,-24,8,-17,2,-4,-0.395996,-0.134766,1.10059,38.625,88.5625,-50.5625,87,94,83
"37",0,-3,-2,-1,-2,-1,-2,0,-0.152832,-0.0532227,1.07568,-4.9375,-5.125,3.625,89,101,74,-2,-3,-7,-7,-34,-1,-2,0,-0.421875,-0.163574,0.963379,40,62.8125,-27.9375,87,98,82
"38",-1,-1,-2,-1,1,0,-1,-1,-0.21582,0.0229492,0.98584,-9.5,-2.4375,1,89,101,74,-2,-2,-1,-2,-10,-20,-5,-2,-0.29248,0.0180664,0.879883,39.3125,42.75,-16.0625,89,101,82
"39",2,1,0,-2,-2,0,-1,-1,-0.208496,-0.0161133,1.01855,3.125,-1.5625,1.4375,89,101,74,-3,3,-2,-3,-29,-8,-1,-4,0.0976562,-0.300293,1.01709,-6.6875,-4.375,12.3125,88,101,81
"40",1,-2,-3,-1,-2,0,-2,1,-0.213867,0.012207,0.995117,-0.5,-0.1875,0.125,89,101,74,-2,-1,-3,-8,-31,-6,-12,-4,-0.195312,-0.0625,1.08203,50.0625,1.4375,8.125,88,101,81
"41",-2,1,-1,-2,-2,0,1,-1,-0.207031,-0.0180664,0.999512,-0.0625,-1.75,0.1875,89,101,74,1,0,2,3,-1,10,2,6,-0.22168,-0.0732422,1.05127,-14.5625,2.3125,-4.3125,88,101,81
"42",-1,0,-2,-2,-2,-1,-1,-3,-0.206055,-0.000976562,0.988281,-3.625,-4.0625,-1.125,89,101,74,-3,0,1,2,10,-10,-3,-2,-0.185059,-0.146484,1.04346,-2,1.625,-6.9375,88,101,81
"43",-1,-3,-1,-1,0,-2,-1,1,-0.192871,-0.0297852,1.03271,3.125,-1.0625,0.9375,89,101,74,-2,1,2,2,2,-4,-5,-3,-0.180664,-0.0478516,1.01025,17.375,2.75,2.125,88,101,81
"44",-1,0,-1,-1,-2,-2,0,-2,-0.211426,-0.00585938,1.00781,-3,0.4375,0.1875,89,101,74,0,-2,0,-1,1,0,7,0,-0.164551,-0.0380859,1.01562,-13.5,1.5,0.875,88,101,81
"45",2,0,0,-1,-2,0,-1,-1,-0.202637,-0.0263672,1.01367,0.1875,1.4375,1.625,89,101,74,0,-1,-3,-4,-14,-23,-7,-4,-0.203125,-0.0800781,1.02246,-8.25,0.5625,0.9375,88,101,81
"46",-1,-1,0,0,0,-3,-1,0,-0.190918,0.00830078,1.00439,1.1875,2.1875,0.75,89,101,74,-2,-1,0,-1,1,-2,2,1,-0.198242,-0.0483398,1.00928,-9.5,2,1.25,87,101,81
"47",-2,0,1,-1,0,-3,-1,-1,-0.192383,-0.00390625,1.00049,4.125,1.1875,-1.125,89,101,74,1,2,0,0,-2,-11,-1,-2,-0.200684,-0.0820312,1.01855,4.6875,1.0625,-0.25,87,101,81
"48",-2,1,1,-1,-1,-1,-2,-2,-0.203613,-0.00634766,0.983398,5.25,0.4375,-1.25,89,101,74,-1,-1,-2,0,-2,1,-3,-1,-0.193359,-0.0429688,1.00293,2.625,1.625,-1.75,88,101,81
"49",0,-1,-3,-1,-2,-1,0,-1,-0.213379,-0.0415039,0.989258,-0.75,-2.625,1,89,101,74,-2,1,2,4,5,12,-9,-7,-0.219238,-0.0864258,0.991699,0.125,-1.4375,0.625,87,101,81
"50",-1,-1,-1,0,-2,-1,-1,-2,-0.209473,-0.0317383,1.021,-6.3125,-2.125,4.6875,89,101,74,-1,-2,-2,0,4,6,0,-1,-0.17334,-0.0654297,1.02783,-1.6875,-1.8125,0.625,87,101,81
